id,date,city,country,temperature_c,humidity_%,wind_speed_kmh,weather
1960,2024-03-22 15:00:00,Christchurch,NZ,12.7,86,21.7,Stormy
1961,2024-03-22 16:00:00,Wellington,NZ,23.1,95,16.3,Cloudy
1962,2024-03-22 17:00:00,Napier,NZ,26.0,45,40.0,Sunny
1963,2024-03-22 18:00:00,Palmerston North,NZ,18.1,73,33.6,Foggy
1964,2024-03-22 19:00:00,Palmerston North,NZ,17.2,60,39.1,Rainy
1965,2024-03-22 20:00:00,Hamilton,NZ,13.7,86,33.2,Foggy
1966,2024-03-22 21:00:00,Tauranga,NZ,23.5,68,0.8,Rainy
1967,2024-03-22 22:00:00,Wellington,NZ,5.6,100,34.8,Sunny
1968,2024-03-22 23:00:00,Hamilton,NZ,15.3,86,20.3,Rainy
1969,2024-03-23 00:00:00,Hamilton,NZ,29.2,69,16.0,Rainy
1970,2024-03-23 01:00:00,Wellington,NZ,8.9,50,20.2,Snowy
1971,2024-03-23 02:00:00,Tauranga,NZ,8.7,46,24.1,Foggy
1972,2024-03-23 03:00:00,Dunedin,NZ,18.3,55,25.5,Stormy
1973,2024-03-23 04:00:00,Christchurch,NZ,17.0,94,12.5,Stormy
1974,2024-03-23 05:00:00,Napier,NZ,9.5,64,26.9,Foggy
1975,2024-03-23 06:00:00,Wellington,NZ,21.8,49,10.3,Snowy
1976,2024-03-23 07:00:00,Palmerston North,NZ,11.4,100,20.8,Sunny
1977,2024-03-23 08:00:00,Hamilton,NZ,26.5,77,12.8,Snowy
1978,2024-03-23 09:00:00,Napier,NZ,19.0,47,26.4,Rainy
1979,2024-03-23 10:00:00,Palmerston North,NZ,15.1,77,14.3,Sunny
1980,2024-03-23 11:00:00,Palmerston North,NZ,10.0,41,26.1,Stormy
1981,2024-03-23 12:00:00,Hamilton,NZ,10.3,93,31.8,Snowy
1982,2024-03-23 13:00:00,Wellington,NZ,21.3,94,23.0,Stormy
1983,2024-03-23 14:00:00,Auckland,NZ,22.9,87,3.9,Snowy
1984,2024-03-23 15:00:00,Auckland,NZ,7.2,59,26.9,Cloudy
1985,2024-03-23 16:00:00,Wellington,NZ,10.0,72,1.3,Snowy
1986,2024-03-23 17:00:00,Dunedin,NZ,8.1,59,36.8,Stormy
1987,2024-03-23 18:00:00,Wellington,NZ,27.5,72,38.4,Rainy
1988,2024-03-23 19:00:00,Napier,NZ,23.7,72,11.2,Stormy
1989,2024-03-23 20:00:00,Auckland,NZ,7.7,88,11.4,Rainy
1990,2024-03-23 21:00:00,Auckland,NZ,14.6,95,11.4,Rainy
1991,2024-03-23 22:00:00,Dunedin,NZ,27.3,76,8.8,Sunny
1992,2024-03-23 23:00:00,Wellington,NZ,5.3,98,8.8,Snowy
1993,2024-03-24 00:00:00,Auckland,NZ,15.7,93,28.7,Rainy
1994,2024-03-24 01:00:00,Dunedin,NZ,15.5,88,25.4,Stormy
1995,2024-03-24 02:00:00,Hamilton,NZ,28.8,89,16.2,Stormy
1996,2024-03-24 03:00:00,Wellington,NZ,25.6,57,27.8,Stormy
1997,2024-03-24 04:00:00,Dunedin,NZ,19.2,49,6.3,Sunny
1998,2024-03-24 05:00:00,Tauranga,NZ,10.6,66,38.9,Cloudy
1999,2024-03-24 06:00:00,Napier,NZ,10.3,96,3.9,Foggy
2000,2024-03-24 07:00:00,Hamilton,NZ,9.2,91,18.4,Sunny
2001,2024-03-24 08:00:00,Tauranga,NZ,12.0,42,38.4,Snowy
2002,2024-03-24 09:00:00,Hamilton,NZ,28.6,53,22.3,Foggy
2003,2024-03-24 10:00:00,Palmerston North,NZ,25.8,82,11.4,Rainy
2004,2024-03-24 11:00:00,Palmerston North,NZ,22.1,45,15.9,Foggy
2005,2024-03-24 12:00:00,Dunedin,NZ,9.7,71,5.3,Sunny
2006,2024-03-24 13:00:00,Wellington,NZ,12.4,61,39.8,Rainy
2007,2024-03-24 14:00:00,Tauranga,NZ,15.2,100,7.8,Sunny
2008,2024-03-24 15:00:00,Napier,NZ,8.7,54,28.6,Cloudy
2009,2024-03-24 16:00:00,Hamilton,NZ,17.6,81,1.9,Stormy
2010,2024-03-24 17:00:00,Christchurch,NZ,16.9,98,6.8,Snowy
2011,2024-03-24 18:00:00,Napier,NZ,5.9,64,31.7,Rainy
2012,2024-03-24 19:00:00,Napier,NZ,22.4,97,13.8,Sunny
2013,2024-03-24 20:00:00,Palmerston North,NZ,8.4,95,30.8,Cloudy
2014,2024-03-24 21:00:00,Napier,NZ,13.8,48,38.0,Foggy
2015,2024-03-24 22:00:00,Hamilton,NZ,20.5,90,33.6,Stormy
2016,2024-03-24 23:00:00,Napier,NZ,21.8,73,26.2,Stormy
2017,2024-03-25 00:00:00,Palmerston North,NZ,23.4,57,38.3,Stormy
2018,2024-03-25 01:00:00,Christchurch,NZ,7.1,93,4.1,Sunny
2019,2024-03-25 02:00:00,Auckland,NZ,26.1,85,5.0,Foggy
2020,2024-03-25 03:00:00,Napier,NZ,18.2,63,26.9,Stormy
2021,2024-03-25 04:00:00,Hamilton,NZ,28.4,49,37.1,Stormy
2022,2024-03-25 05:00:00,Tauranga,NZ,26.8,41,10.1,Cloudy
2023,2024-03-25 06:00:00,Hamilton,NZ,18.0,40,1.8,Stormy
2024,2024-03-25 07:00:00,Tauranga,NZ,5.2,83,20.3,Snowy
2025,2024-03-25 08:00:00,Christchurch,NZ,23.3,67,19.5,Sunny
2026,2024-03-25 09:00:00,Wellington,NZ,10.2,55,15.4,Sunny
2027,2024-03-25 10:00:00,Wellington,NZ,18.3,84,30.3,Stormy
2028,2024-03-25 11:00:00,Auckland,NZ,23.1,48,20.5,Stormy
2029,2024-03-25 12:00:00,Christchurch,NZ,18.0,97,8.1,Sunny
2030,2024-03-25 13:00:00,Wellington,NZ,24.8,62,11.9,Cloudy
2031,2024-03-25 14:00:00,Wellington,NZ,16.7,47,29.1,Sunny
2032,2024-03-25 15:00:00,Dunedin,NZ,26.1,66,2.7,Sunny
2033,2024-03-25 16:00:00,Hamilton,NZ,27.6,94,25.5,Sunny
2034,2024-03-25 17:00:00,Palmerston North,NZ,15.8,71,7.1,Rainy
2035,2024-03-25 18:00:00,Palmerston North,NZ,23.1,51,25.0,Sunny
2036,2024-03-25 19:00:00,Auckland,NZ,17.7,56,4.3,Foggy
2037,2024-03-25 20:00:00,Christchurch,NZ,12.0,82,19.6,Snowy
2038,2024-03-25 21:00:00,Napier,NZ,14.7,97,5.6,Stormy
2039,2024-03-25 22:00:00,Hamilton,NZ,18.3,78,26.9,Sunny
2040,2024-03-25 23:00:00,Napier,NZ,12.3,92,0.6,Stormy
2041,2024-03-26 00:00:00,Hamilton,NZ,8.5,85,37.7,Foggy
2042,2024-03-26 01:00:00,Auckland,NZ,12.1,83,8.7,Stormy
2043,2024-03-26 02:00:00,Dunedin,NZ,8.3,98,37.2,Rainy
2044,2024-03-26 03:00:00,Tauranga,NZ,24.5,78,6.3,Cloudy
2045,2024-03-26 04:00:00,Wellington,NZ,15.5,66,3.5,Cloudy
2046,2024-03-26 05:00:00,Napier,NZ,23.3,45,38.7,Foggy
2047,2024-03-26 06:00:00,Napier,NZ,19.5,71,15.4,Cloudy
2048,2024-03-26 07:00:00,Hamilton,NZ,28.5,66,16.2,Sunny
2049,2024-03-26 08:00:00,Wellington,NZ,6.0,73,12.0,Foggy
2050,2024-03-26 09:00:00,Dunedin,NZ,28.6,82,27.0,Cloudy
2051,2024-03-26 10:00:00,Wellington,NZ,12.4,94,37.3,Foggy
2052,2024-03-26 11:00:00,Hamilton,NZ,29.4,46,19.0,Sunny
2053,2024-03-26 12:00:00,Auckland,NZ,15.7,43,4.9,Cloudy
2054,2024-03-26 13:00:00,Napier,NZ,29.0,93,22.1,Sunny
2055,2024-03-26 14:00:00,Wellington,NZ,20.4,97,35.5,Rainy
2056,2024-03-26 15:00:00,Wellington,NZ,22.2,61,39.3,Stormy
2057,2024-03-26 16:00:00,Napier,NZ,14.1,84,28.1,Rainy
2058,2024-03-26 17:00:00,Auckland,NZ,11.9,76,33.3,Sunny
2059,2024-03-26 18:00:00,Christchurch,NZ,15.0,55,12.3,Snowy
2060,2024-03-26 19:00:00,Dunedin,NZ,28.5,84,20.7,Foggy
2061,2024-03-26 20:00:00,Palmerston North,NZ,23.7,66,7.2,Stormy
2062,2024-03-26 21:00:00,Dunedin,NZ,13.1,40,20.6,Rainy
2063,2024-03-26 22:00:00,Auckland,NZ,25.9,46,10.9,Snowy
2064,2024-03-26 23:00:00,Napier,NZ,22.7,76,35.3,Snowy
2065,2024-03-27 00:00:00,Wellington,NZ,18.0,68,29.2,Stormy
2066,2024-03-27 01:00:00,Palmerston North,NZ,27.5,90,5.2,Rainy
2067,2024-03-27 02:00:00,Palmerston North,NZ,29.8,62,26.7,Stormy
2068,2024-03-27 03:00:00,Wellington,NZ,24.3,87,37.0,Cloudy
2069,2024-03-27 04:00:00,Wellington,NZ,6.4,81,5.2,Cloudy
2070,2024-03-27 05:00:00,Hamilton,NZ,13.6,62,22.8,Stormy
2071,2024-03-27 06:00:00,Napier,NZ,28.8,95,14.2,Snowy
2072,2024-03-27 07:00:00,Auckland,NZ,9.2,63,2.5,Sunny
2073,2024-03-27 08:00:00,Hamilton,NZ,14.1,65,35.1,Snowy
2074,2024-03-27 09:00:00,Tauranga,NZ,19.3,48,33.4,Sunny
2075,2024-03-27 10:00:00,Dunedin,NZ,8.2,53,1.1,Cloudy
2076,2024-03-27 11:00:00,Napier,NZ,24.5,97,23.0,Rainy
2077,2024-03-27 12:00:00,Napier,NZ,5.6,59,14.8,Rainy
2078,2024-03-27 13:00:00,Wellington,NZ,6.1,47,5.6,Rainy
2079,2024-03-27 14:00:00,Tauranga,NZ,19.6,45,22.1,Stormy
2080,2024-03-27 15:00:00,Hamilton,NZ,15.8,78,16.8,Sunny
2081,2024-03-27 16:00:00,Palmerston North,NZ,15.1,45,4.7,Cloudy
2082,2024-03-27 17:00:00,Dunedin,NZ,21.6,62,10.7,Sunny
2083,2024-03-27 18:00:00,Wellington,NZ,20.8,61,29.9,Sunny
2084,2024-03-27 19:00:00,Christchurch,NZ,16.3,97,9.0,Cloudy
2085,2024-03-27 20:00:00,Palmerston North,NZ,11.7,64,39.4,Stormy
2086,2024-03-27 21:00:00,Wellington,NZ,7.8,89,19.2,Foggy
2087,2024-03-27 22:00:00,Auckland,NZ,22.6,52,22.4,Sunny
2088,2024-03-27 23:00:00,Wellington,NZ,22.4,63,23.2,Rainy
2089,2024-03-28 00:00:00,Tauranga,NZ,29.0,59,30.7,Cloudy
2090,2024-03-28 01:00:00,Palmerston North,NZ,15.0,77,21.5,Cloudy
2091,2024-03-28 02:00:00,Tauranga,NZ,18.9,64,16.3,Rainy
2092,2024-03-28 03:00:00,Auckland,NZ,7.6,78,0.6,Cloudy
2093,2024-03-28 04:00:00,Wellington,NZ,23.6,81,26.5,Stormy
2094,2024-03-28 05:00:00,Napier,NZ,21.3,52,37.4,Snowy
2095,2024-03-28 06:00:00,Hamilton,NZ,8.9,91,5.1,Rainy
2096,2024-03-28 07:00:00,Christchurch,NZ,6.7,74,10.6,Foggy
2097,2024-03-28 08:00:00,Auckland,NZ,17.2,99,33.4,Stormy
2098,2024-03-28 09:00:00,Auckland,NZ,18.0,75,13.3,Sunny
2099,2024-03-28 10:00:00,Dunedin,NZ,19.0,51,6.4,Cloudy
2100,2024-03-28 11:00:00,Wellington,NZ,11.6,89,12.0,Foggy
2101,2024-03-28 12:00:00,Hamilton,NZ,25.0,64,9.7,Sunny
2102,2024-03-28 13:00:00,Auckland,NZ,8.5,94,17.4,Cloudy
2103,2024-03-28 14:00:00,Hamilton,NZ,28.3,85,1.1,Stormy
2104,2024-03-28 15:00:00,Hamilton,NZ,5.1,84,10.3,Stormy
2105,2024-03-28 16:00:00,Wellington,NZ,11.0,79,35.6,Rainy
2106,2024-03-28 17:00:00,Auckland,NZ,11.4,52,24.0,Rainy
2107,2024-03-28 18:00:00,Palmerston North,NZ,12.2,73,18.5,Stormy
2108,2024-03-28 19:00:00,Christchurch,NZ,11.3,90,36.5,Stormy
2109,2024-03-28 20:00:00,Hamilton,NZ,13.9,40,29.9,Sunny
2110,2024-03-28 21:00:00,Palmerston North,NZ,27.7,67,34.1,Cloudy
2111,2024-03-28 22:00:00,Dunedin,NZ,25.0,98,24.3,Cloudy
2112,2024-03-28 23:00:00,Wellington,NZ,25.2,80,28.7,Sunny
2113,2024-03-29 00:00:00,Dunedin,NZ,19.5,88,3.5,Foggy
2114,2024-03-29 01:00:00,Napier,NZ,27.7,63,39.8,Sunny
2115,2024-03-29 02:00:00,Auckland,NZ,14.2,78,28.8,Snowy
2116,2024-03-29 03:00:00,Tauranga,NZ,17.7,43,30.8,Foggy
2117,2024-03-29 04:00:00,Auckland,NZ,26.4,53,6.2,Rainy
2118,2024-03-29 05:00:00,Dunedin,NZ,25.4,76,14.1,Foggy
2119,2024-03-29 06:00:00,Napier,NZ,25.0,86,17.4,Snowy
2120,2024-03-29 07:00:00,Dunedin,NZ,5.8,58,3.4,Foggy
2121,2024-03-29 08:00:00,Dunedin,NZ,16.3,62,21.3,Foggy
2122,2024-03-29 09:00:00,Auckland,NZ,13.5,66,26.3,Foggy
2123,2024-03-29 10:00:00,Wellington,NZ,19.1,63,20.6,Foggy
2124,2024-03-29 11:00:00,Tauranga,NZ,12.4,85,36.6,Cloudy
2125,2024-03-29 12:00:00,Napier,NZ,20.2,90,35.3,Cloudy
2126,2024-03-29 13:00:00,Palmerston North,NZ,29.8,93,15.1,Snowy
2127,2024-03-29 14:00:00,Tauranga,NZ,17.8,66,21.1,Stormy
2128,2024-03-29 15:00:00,Tauranga,NZ,23.2,76,24.5,Sunny
2129,2024-03-29 16:00:00,Christchurch,NZ,20.0,42,18.1,Rainy
2130,2024-03-29 17:00:00,Palmerston North,NZ,14.6,82,8.2,Cloudy
2131,2024-03-29 18:00:00,Tauranga,NZ,29.0,50,2.9,Snowy
2132,2024-03-29 19:00:00,Palmerston North,NZ,30.0,57,1.3,Snowy
2133,2024-03-29 20:00:00,Tauranga,NZ,15.9,96,35.4,Sunny
2134,2024-03-29 21:00:00,Dunedin,NZ,16.3,43,18.3,Snowy
2135,2024-03-29 22:00:00,Wellington,NZ,6.3,94,36.7,Rainy
2136,2024-03-29 23:00:00,Palmerston North,NZ,25.4,93,12.1,Snowy
2137,2024-03-30 00:00:00,Christchurch,NZ,15.2,94,33.8,Sunny
2138,2024-03-30 01:00:00,Napier,NZ,14.8,97,23.1,Snowy
2139,2024-03-30 02:00:00,Auckland,NZ,26.0,89,19.4,Snowy
2140,2024-03-30 03:00:00,Dunedin,NZ,8.1,92,24.2,Snowy
2141,2024-03-30 04:00:00,Hamilton,NZ,6.8,61,28.5,Stormy
2142,2024-03-30 05:00:00,Palmerston North,NZ,25.8,66,7.9,Cloudy
2143,2024-03-30 06:00:00,Palmerston North,NZ,21.0,52,3.8,Snowy
2144,2024-03-30 07:00:00,Auckland,NZ,15.1,44,26.2,Snowy
2145,2024-03-30 08:00:00,Christchurch,NZ,11.7,76,15.7,Snowy
2146,2024-03-30 09:00:00,Dunedin,NZ,16.4,44,2.7,Sunny
2147,2024-03-30 10:00:00,Auckland,NZ,28.9,90,36.5,Foggy
2148,2024-03-30 11:00:00,Palmerston North,NZ,14.8,95,22.1,Snowy
2149,2024-03-30 12:00:00,Palmerston North,NZ,12.3,59,27.1,Foggy
2150,2024-03-30 13:00:00,Christchurch,NZ,11.8,95,35.9,Sunny
2151,2024-03-30 14:00:00,Hamilton,NZ,22.6,43,16.3,Cloudy
2152,2024-03-30 15:00:00,Napier,NZ,19.3,80,1.8,Foggy
2153,2024-03-30 16:00:00,Hamilton,NZ,12.6,73,26.0,Rainy
2154,2024-03-30 17:00:00,Auckland,NZ,12.6,83,8.2,Snowy
2155,2024-03-30 18:00:00,Hamilton,NZ,21.4,65,11.7,Rainy
2156,2024-03-30 19:00:00,Dunedin,NZ,11.7,94,11.3,Cloudy
2157,2024-03-30 20:00:00,Hamilton,NZ,23.0,49,12.0,Cloudy
2158,2024-03-30 21:00:00,Auckland,NZ,13.0,70,3.3,Cloudy
2159,2024-03-30 22:00:00,Palmerston North,NZ,22.5,76,4.0,Cloudy
2160,2024-03-30 23:00:00,Auckland,NZ,5.9,57,10.4,Snowy
2161,2024-03-31 00:00:00,Auckland,NZ,29.7,96,24.8,Foggy
2162,2024-03-31 01:00:00,Auckland,NZ,19.8,72,35.5,Cloudy
2163,2024-03-31 02:00:00,Auckland,NZ,18.0,46,33.9,Rainy
2164,2024-03-31 03:00:00,Christchurch,NZ,11.7,85,12.0,Stormy
2165,2024-03-31 04:00:00,Dunedin,NZ,25.2,69,12.2,Foggy
2166,2024-03-31 05:00:00,Napier,NZ,9.2,50,10.8,Rainy
2167,2024-03-31 06:00:00,Auckland,NZ,16.4,49,2.0,Snowy
2168,2024-03-31 07:00:00,Napier,NZ,10.5,99,1.5,Sunny
2169,2024-03-31 08:00:00,Christchurch,NZ,7.4,89,16.5,Snowy
2170,2024-03-31 09:00:00,Christchurch,NZ,6.5,65,4.9,Sunny
2171,2024-03-31 10:00:00,Christchurch,NZ,21.2,95,26.5,Foggy
2172,2024-03-31 11:00:00,Hamilton,NZ,12.0,64,34.6,Foggy
2173,2024-03-31 12:00:00,Auckland,NZ,10.6,81,21.8,Cloudy
2174,2024-03-31 13:00:00,Christchurch,NZ,14.4,52,25.0,Snowy
2175,2024-03-31 14:00:00,Napier,NZ,23.3,51,15.5,Stormy
2176,2024-03-31 15:00:00,Tauranga,NZ,22.9,41,39.8,Snowy
2177,2024-03-31 16:00:00,Hamilton,NZ,12.4,62,17.4,Sunny
2178,2024-03-31 17:00:00,Hamilton,NZ,26.2,63,4.4,Cloudy
2179,2024-03-31 18:00:00,Tauranga,NZ,23.3,66,22.4,Sunny
2180,2024-03-31 19:00:00,Napier,NZ,9.4,92,33.0,Sunny
2181,2024-03-31 20:00:00,Christchurch,NZ,25.2,97,4.7,Foggy
2182,2024-03-31 21:00:00,Christchurch,NZ,14.9,96,2.7,Foggy
2183,2024-03-31 22:00:00,Dunedin,NZ,5.8,94,34.7,Foggy
2184,2024-03-31 23:00:00,Dunedin,NZ,24.0,77,15.3,Stormy
2185,2024-04-01 00:00:00,Christchurch,NZ,24.5,54,11.3,Rainy
2186,2024-04-01 01:00:00,Auckland,NZ,15.9,58,6.5,Foggy
2187,2024-04-01 02:00:00,Palmerston North,NZ,14.4,64,22.7,Foggy
2188,2024-04-01 03:00:00,Hamilton,NZ,23.2,62,14.6,Foggy
2189,2024-04-01 04:00:00,Hamilton,NZ,23.6,45,31.2,Rainy
2190,2024-04-01 05:00:00,Dunedin,NZ,15.9,57,11.7,Rainy
2191,2024-04-01 06:00:00,Palmerston North,NZ,6.7,94,21.9,Foggy
2192,2024-04-01 07:00:00,Christchurch,NZ,19.0,53,14.8,Stormy
2193,2024-04-01 08:00:00,Palmerston North,NZ,28.7,60,4.7,Foggy
2194,2024-04-01 09:00:00,Christchurch,NZ,24.9,68,6.2,Cloudy
2195,2024-04-01 10:00:00,Hamilton,NZ,15.0,99,34.0,Cloudy
2196,2024-04-01 11:00:00,Wellington,NZ,21.4,91,17.0,Rainy
2197,2024-04-01 12:00:00,Dunedin,NZ,26.5,96,32.8,Snowy
2198,2024-04-01 13:00:00,Palmerston North,NZ,8.0,80,17.4,Rainy
2199,2024-04-01 14:00:00,Christchurch,NZ,13.2,64,11.8,Foggy
2200,2024-04-01 15:00:00,Auckland,NZ,21.7,72,4.7,Sunny
2201,2024-04-01 16:00:00,Napier,NZ,6.0,97,34.5,Foggy
2202,2024-04-01 17:00:00,Auckland,NZ,24.0,42,4.7,Sunny
2203,2024-04-01 18:00:00,Christchurch,NZ,13.3,40,35.7,Cloudy
2204,2024-04-01 19:00:00,Auckland,NZ,16.6,68,29.6,Sunny
2205,2024-04-01 20:00:00,Dunedin,NZ,29.9,55,37.1,Snowy
2206,2024-04-01 21:00:00,Dunedin,NZ,28.6,75,15.6,Sunny
2207,2024-04-01 22:00:00,Wellington,NZ,8.5,55,10.6,Stormy
2208,2024-04-01 23:00:00,Christchurch,NZ,27.3,70,3.2,Stormy
2209,2024-04-02 00:00:00,Palmerston North,NZ,8.9,87,1.8,Foggy
2210,2024-04-02 01:00:00,Christchurch,NZ,17.6,91,27.8,Snowy
2211,2024-04-02 02:00:00,Wellington,NZ,28.1,45,19.0,Stormy
2212,2024-04-02 03:00:00,Christchurch,NZ,13.1,40,12.3,Cloudy
2213,2024-04-02 04:00:00,Hamilton,NZ,26.6,69,30.1,Sunny
2214,2024-04-02 05:00:00,Christchurch,NZ,28.9,100,4.2,Sunny
2215,2024-04-02 06:00:00,Wellington,NZ,13.7,92,2.6,Sunny
2216,2024-04-02 07:00:00,Tauranga,NZ,11.3,83,14.9,Cloudy
2217,2024-04-02 08:00:00,Hamilton,NZ,18.4,49,24.7,Stormy
2218,2024-04-02 09:00:00,Wellington,NZ,28.0,56,6.8,Rainy
2219,2024-04-02 10:00:00,Palmerston North,NZ,26.7,99,15.5,Stormy
2220,2024-04-02 11:00:00,Tauranga,NZ,28.8,76,7.5,Sunny
2221,2024-04-02 12:00:00,Auckland,NZ,17.6,51,28.7,Foggy
2222,2024-04-02 13:00:00,Napier,NZ,28.9,84,25.7,Snowy
2223,2024-04-02 14:00:00,Napier,NZ,17.9,51,5.1,Snowy
2224,2024-04-02 15:00:00,Hamilton,NZ,22.0,88,10.9,Stormy
2225,2024-04-02 16:00:00,Wellington,NZ,26.6,93,27.1,Cloudy
2226,2024-04-02 17:00:00,Tauranga,NZ,11.9,69,4.4,Foggy
2227,2024-04-02 18:00:00,Hamilton,NZ,12.0,94,5.5,Rainy
2228,2024-04-02 19:00:00,Napier,NZ,5.5,41,6.1,Snowy
2229,2024-04-02 20:00:00,Auckland,NZ,14.4,95,29.1,Foggy
2230,2024-04-02 21:00:00,Dunedin,NZ,8.1,60,36.4,Snowy
2231,2024-04-02 22:00:00,Dunedin,NZ,27.4,54,8.5,Cloudy
2232,2024-04-02 23:00:00,Palmerston North,NZ,22.4,44,38.7,Foggy
2233,2024-04-03 00:00:00,Napier,NZ,24.9,90,31.6,Snowy
2234,2024-04-03 01:00:00,Hamilton,NZ,25.3,93,38.0,Sunny
2235,2024-04-03 02:00:00,Hamilton,NZ,26.1,41,13.9,Stormy
2236,2024-04-03 03:00:00,Christchurch,NZ,26.4,71,10.4,Stormy
2237,2024-04-03 04:00:00,Auckland,NZ,10.3,61,1.9,Foggy
2238,2024-04-03 05:00:00,Wellington,NZ,15.0,45,29.9,Foggy
2239,2024-04-03 06:00:00,Auckland,NZ,24.3,95,1.0,Rainy
2240,2024-04-03 07:00:00,Hamilton,NZ,22.5,55,4.4,Snowy
2241,2024-04-03 08:00:00,Hamilton,NZ,23.3,52,17.9,Cloudy
2242,2024-04-03 09:00:00,Auckland,NZ,8.3,80,2.7,Sunny
2243,2024-04-03 10:00:00,Napier,NZ,20.0,57,28.9,Foggy
2244,2024-04-03 11:00:00,Hamilton,NZ,27.0,81,5.2,Snowy
2245,2024-04-03 12:00:00,Palmerston North,NZ,11.4,89,33.2,Sunny
2246,2024-04-03 13:00:00,Christchurch,NZ,27.2,100,23.7,Stormy
2247,2024-04-03 14:00:00,Hamilton,NZ,25.8,53,12.9,Snowy
2248,2024-04-03 15:00:00,Napier,NZ,6.4,93,24.0,Rainy
2249,2024-04-03 16:00:00,Christchurch,NZ,25.2,47,19.7,Foggy
2250,2024-04-03 17:00:00,Wellington,NZ,25.2,78,39.6,Rainy
2251,2024-04-03 18:00:00,Hamilton,NZ,14.0,75,35.2,Cloudy
2252,2024-04-03 19:00:00,Wellington,NZ,28.8,88,0.7,Stormy
2253,2024-04-03 20:00:00,Palmerston North,NZ,11.3,63,32.3,Cloudy
2254,2024-04-03 21:00:00,Christchurch,NZ,22.4,41,24.3,Foggy
2255,2024-04-03 22:00:00,Tauranga,NZ,27.4,71,24.3,Rainy
2256,2024-04-03 23:00:00,Auckland,NZ,9.1,78,3.6,Rainy
2257,2024-04-04 00:00:00,Christchurch,NZ,5.3,50,27.0,Snowy
2258,2024-04-04 01:00:00,Palmerston North,NZ,15.7,90,19.7,Cloudy
2259,2024-04-04 02:00:00,Napier,NZ,28.2,63,34.7,Snowy
2260,2024-04-04 03:00:00,Wellington,NZ,10.4,72,29.6,Stormy
2261,2024-04-04 04:00:00,Auckland,NZ,22.4,100,10.1,Snowy
2262,2024-04-04 05:00:00,Tauranga,NZ,10.2,56,8.9,Stormy
2263,2024-04-04 06:00:00,Napier,NZ,27.3,57,8.4,Sunny
2264,2024-04-04 07:00:00,Wellington,NZ,22.2,85,5.9,Sunny
2265,2024-04-04 08:00:00,Dunedin,NZ,21.5,99,32.3,Snowy
2266,2024-04-04 09:00:00,Auckland,NZ,7.5,74,24.9,Cloudy
2267,2024-04-04 10:00:00,Dunedin,NZ,26.7,72,37.8,Snowy
2268,2024-04-04 11:00:00,Auckland,NZ,12.0,92,17.5,Sunny
2269,2024-04-04 12:00:00,Palmerston North,NZ,5.5,78,22.1,Rainy
2270,2024-04-04 13:00:00,Palmerston North,NZ,28.8,88,4.5,Foggy
2271,2024-04-04 14:00:00,Wellington,NZ,20.3,50,16.8,Sunny
2272,2024-04-04 15:00:00,Hamilton,NZ,18.1,90,33.9,Foggy
2273,2024-04-04 16:00:00,Wellington,NZ,11.9,67,15.6,Snowy
2274,2024-04-04 17:00:00,Christchurch,NZ,25.0,81,29.4,Rainy
2275,2024-04-04 18:00:00,Palmerston North,NZ,27.0,95,8.1,Stormy
2276,2024-04-04 19:00:00,Wellington,NZ,29.8,95,17.5,Stormy
2277,2024-04-04 20:00:00,Tauranga,NZ,26.8,83,37.1,Rainy
2278,2024-04-04 21:00:00,Christchurch,NZ,20.4,83,28.6,Rainy
2279,2024-04-04 22:00:00,Napier,NZ,8.0,40,33.0,Cloudy
2280,2024-04-04 23:00:00,Tauranga,NZ,7.7,43,38.1,Cloudy
2281,2024-04-05 00:00:00,Christchurch,NZ,19.1,99,23.8,Cloudy
2282,2024-04-05 01:00:00,Palmerston North,NZ,27.1,67,1.7,Foggy
2283,2024-04-05 02:00:00,Tauranga,NZ,18.7,65,1.4,Rainy
2284,2024-04-05 03:00:00,Napier,NZ,9.0,45,11.5,Rainy
2285,2024-04-05 04:00:00,Auckland,NZ,5.5,76,3.5,Stormy
2286,2024-04-05 05:00:00,Dunedin,NZ,22.2,72,22.8,Stormy
2287,2024-04-05 06:00:00,Napier,NZ,21.0,67,7.5,Cloudy
2288,2024-04-05 07:00:00,Dunedin,NZ,24.7,45,34.5,Stormy
2289,2024-04-05 08:00:00,Tauranga,NZ,6.8,83,33.7,Sunny
2290,2024-04-05 09:00:00,Palmerston North,NZ,24.5,95,3.5,Cloudy
2291,2024-04-05 10:00:00,Auckland,NZ,6.1,71,22.5,Stormy
2292,2024-04-05 11:00:00,Auckland,NZ,23.2,69,10.0,Cloudy
2293,2024-04-05 12:00:00,Christchurch,NZ,5.6,54,33.3,Snowy
2294,2024-04-05 13:00:00,Auckland,NZ,13.8,85,25.9,Sunny
2295,2024-04-05 14:00:00,Auckland,NZ,26.0,74,32.5,Stormy
2296,2024-04-05 15:00:00,Palmerston North,NZ,16.6,68,24.9,Stormy
2297,2024-04-05 16:00:00,Christchurch,NZ,27.4,70,0.9,Cloudy
2298,2024-04-05 17:00:00,Napier,NZ,7.6,98,3.7,Sunny
2299,2024-04-05 18:00:00,Hamilton,NZ,29.0,68,15.3,Cloudy
2300,2024-04-05 19:00:00,Christchurch,NZ,18.7,43,15.7,Snowy
2301,2024-04-05 20:00:00,Napier,NZ,23.8,49,21.5,Cloudy
